application_number,application_type,sponsor_name,generic_name,brand_name,manufacturer_name,marketing_status,therapeutic_class_epc,therapeutic_class_cs,mechanism_of_action,regulatory_action_type,submission_type,review_priority,approval_year,submission_status_date,product_type,route,dosage_form,substance_name,rxcui,unii
ANDA220556,ANDA,CAPLIN,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,Caplin Steriles Limited,Prescription,,,,AP,ORIG,STANDARD,2026,20260126,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,METHYLPREDNISOLONE ACETATE,1743779,43502P7F0P
ANDA210374,ANDA,DEVA HOLDING AS,AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN AND CLAVULANATE POTASSIUM,"Devatis, Inc.",Prescription,,,,AP,ORIG,STANDARD,2023,20231129,HUMAN PRESCRIPTION DRUG,ORAL,FOR SUSPENSION,AMOXICILLIN,617322,804826J2HU
ANDA214382,ANDA,SHANDONG,SEVOFLURANE,SEVOFLURANE,"Shandong New Time Pharmaceutical Co., Ltd.",Prescription,General Anesthetic [EPC],,,AP,ORIG,STANDARD,2023,20230818,HUMAN PRESCRIPTION DRUG,INHALATION,LIQUID,SEVOFLURANE,200243,38LVP0K73A
ANDA075918,ANDA,MYLAN LABS LTD,FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,Mylan Institutional LLC,Prescription,,,,AP,SUPPL,,2010,20101203,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,FLUPHENAZINE DECANOATE,859824,FMU62K1L3C
ANDA076175,ANDA,CHARTWELL RX,MEFLOQUINE HYDROCHLORIDE,MEFLOQUINE HYDROCHLORIDE,"Chartwell RX, LLC",Prescription,,,,AP,SUPPL,,2011,20110902,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,MEFLOQUINE HYDROCHLORIDE,835913,5Y9L3636O3
ANDA040750,ANDA,OXFORD PHARMS,SPIRONOLACTONE,SPIRONOLACTONE,"Oxford Pharmaceuticals, LLC",Prescription,Aldosterone Antagonist [EPC],,Aldosterone Antagonists [MoA],AP,SUPPL,STANDARD,2023,20230623,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,SPIRONOLACTONE,198222,27O7W4T232
ANDA208468,ANDA,CHEMI SPA,GLATIRAMER ACETATE,GLATIRAMER ACETATE,Italfarmaco SpA,Prescription,,,,AP,ORIG,STANDARD,2025,20250507,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,INJECTABLE,GLATIRAMER ACETATE,1111641,5M691HL4BO
ANDA087997,ANDA,HIKMA,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,Hikma Pharmaceuticals USA Inc.,Prescription,,,,AP,SUPPL,,2007,20070607,HUMAN PRESCRIPTION DRUG,ORAL,SOLUTION,METHADONE HYDROCHLORIDE,864761,229809935B
ANDA213627,ANDA,DR REDDYS,SACUBITRIL AND VALSARTAN,SACUBITRIL AND VALSARTAN SACUBITRIL AND VALSARTAN,Dr. Reddy's Laboratories Inc.,Prescription,Angiotensin 2 Receptor Blocker [EPC],,Angiotensin 2 Receptor Antagonists [MoA],AP,ORIG,STANDARD,2025,20250113,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,SACUBITRIL,1656340,17ERJ0MKGI
ANDA211721,ANDA,DR REDDYS,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,NorthStar Rx LLC,Prescription,,,,AP,ORIG,STANDARD,2019,20190125,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,FLUOXETINE HYDROCHLORIDE,1190110,I9W7N6B1KJ
NDA020201,NDA,HOSPIRA,DOBUTAMINE IN DEXTROSE,DOBUTAMINE IN DEXTROSE,"Hospira, Inc.",Prescription,,,,AP,SUPPL,STANDARD,1995,19950803,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,DOBUTAMINE HYDROCHLORIDE,309985,0WR771DJXV
NDA218010,NDA,GLAUKOS,TRAVOPROST INTRACAMERAL,IDOSE TR,Glaukos Corporation,Prescription,Prostaglandin Analog [EPC],Prostaglandins [CS],,AP,SUPPL,STANDARD,2026,20260127,HUMAN PRESCRIPTION DRUG,INTRACAMERAL,IMPLANT,TRAVOPROST,2672088,WJ68R08KX9
ANDA219689,ANDA,RUBICON RESEARCH,GUANFACINE,GUANFACINE,Advagen Pharma Limited,Prescription,,,,AP,ORIG,STANDARD,2025,20250415,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",GUANFACINE HYDROCHLORIDE,862006,PML56A160O
NDA215244,NDA,STEALTH BIOTHERAPS,ELAMIPRETIDE HYDROCHLORIDE,FORZINITY,Stealth Biotherapeutics Inc.,Prescription,,,,AP,ORIG,PRIORITY,2025,20250919,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,SOLUTION,ELAMIPRETIDE HYDROCHLORIDE,2725604,E40WZ3BK2D
ANDA217408,ANDA,AJANTA PHARMA LTD,METHAZOLAMIDE,METHAZOLAMIDE,Ajanta Pharma USA Inc.,Prescription,,,,AP,ORIG,STANDARD,2026,20260209,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,METHAZOLAMIDE,197939,W733B0S9SD
ANDA210051,ANDA,AMNEAL,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,Amneal Pharmaceuticals LLC,Prescription,,,,AP,SUPPL,STANDARD,2022,20220505,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,NEOSTIGMINE METHYLSULFATE,311935,98IMH7M386
ANDA209859,ANDA,AJANTA PHARMA LTD,RANITIDINE,RANITIDINE,Ajanta Pharma USA Inc.,Discontinued,,,,AP,ORIG,STANDARD,2018,20180927,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,RANITIDINE HYDROCHLORIDE,198190,BK76465IHM
ANDA202700,ANDA,ALEMBIC,MODAFINIL,MODAFINIL,Alembic Pharmaceuticals Limited,Prescription,Sympathomimetic-like Agent [EPC],,,AP,ORIG,,2012,20121018,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,MODAFINIL,205324,R3UK8X3U3D
ANDA065413,ANDA,HIKMA,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,Hikma Pharmaceuticals USA Inc.,Prescription,,,,AP,SUPPL,,2021,20210811,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,MYCOPHENOLATE MOFETIL,199058,9242ECW6R0
ANDA212089,ANDA,AUROBINDO PHARMA LTD,ACETAZOLAMIDE,ACETAZOLAMIDE,Aurobindo Pharma Limited,Prescription,Carbonic Anhydrase Inhibitor [EPC],Sulfonamides [CS],Carbonic Anhydrase Inhibitors [MoA],AP,SUPPL,STANDARD,2026,20260108,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ACETAZOLAMIDE,197303,O3FX965V0I
ANDA091240,ANDA,HETERO LABS LTD III,INDOMETHACIN,INDOMETHACIN,XLCare Pharmaceuticals Inc.,Prescription,Nonsteroidal Anti-inflammatory Drug [EPC],"Anti-Inflammatory Agents, Non-Steroidal [CS]",Cyclooxygenase Inhibitors [MoA],AP,SUPPL,STANDARD,2021,20210428,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,INDOMETHACIN,197817,XXE1CET956
ANDA090696,ANDA,GLAND PHARMA LTD,MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE,Gland Pharma Limited,Prescription,,,,AP,ORIG,,2012,20120229,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,MIDAZOLAM HYDROCHLORIDE,1666798,W7TTW573JJ
ANDA217108,ANDA,NEXUS,TACROLIMUS,TACROLIMUS,"Nexus Pharmaceuticals, LLC",Prescription,,,,AP,ORIG,STANDARD,2025,20250212,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,TACROLIMUS,198379,WM0HAQ4WNM
ANDA213104,ANDA,HIKMA,VIGABATRIN,VIGABATRIN,Hikma Pharmaceuticals USA Inc,Prescription,Anti-epileptic Agent [EPC],,,AP,SUPPL,,2026,20260318,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,VIGABATRIN,199521,GR120KRT6K
ANDA207124,ANDA,TEVA PHARMS USA,DEFERASIROX,DEFERASIROX,"Teva Pharmaceuticals, Inc.",Prescription,Iron Chelator [EPC],,Iron Chelating Activity [MoA],AP,ORIG,STANDARD,2022,20220923,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, FOR SUSPENSION",DEFERASIROX,597768,V8G4MOF2V9
ANDA201003,ANDA,AJANTA PHARMA LTD,RISPERIDONE,RISPERIDONE,Ajanta Pharma USA Inc.,Prescription,Atypical Antipsychotic [EPC],,,AP,SUPPL,STANDARD,2024,20240612,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,RISPERIDONE,312828,L6UH7ZF8HC
NDA208716,NDA,ELI LILLY AND CO,ABEMACICLIB,VERZENIO,Eli Lilly and Company,Prescription,Kinase Inhibitor [EPC],,Kinase Inhibitors [MoA],AP,ORIG,PRIORITY,2017,20170928,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ABEMACICLIB,1946830,60UAB198HK
ANDA202359,ANDA,AVET LIFESCIENCES,COLISTIMETHATE SODIUM,COLISTIMETHATE SODIUM,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,Prescription,,,,AP,SUPPL,STANDARD,2021,20210315,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,COLISTIMETHATE SODIUM,1117522,XW0E5YS77G
ANDA090513,ANDA,AUROBINDO PHARMA,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,QUALLENT PHARMACEUTICALS HEALTH LLC,Prescription,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Nucleosides [CS],Nucleoside Reverse Transcriptase Inhibitors [MoA],AP,SUPPL,STANDARD,2023,20230328,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,EMTRICITABINE,476556,G70B4ETF4S
ANDA212231,ANDA,SOMERSET,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE AND TRIMETHOPRIM,"Somerset Therapeutics, LLC",Prescription,Dihydrofolate Reductase Inhibitor Antibacterial [EPC],Sulfonamides [CS],Dihydrofolate Reductase Inhibitors [MoA],AP,SUPPL,STANDARD,2022,20220922,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,SULFAMETHOXAZOLE,313137,AN164J8Y0X
ANDA210117,ANDA,ZYDUS PHARMS,ALLOPURINOL,ALLOPURINOL,Zydus Lifesciences Limited,Prescription,Xanthine Oxidase Inhibitor [EPC],,Xanthine Oxidase Inhibitors [MoA],AP,SUPPL,STANDARD,2024,20240205,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ALLOPURINOL,197319,63CZ7GJN5I
ANDA211159,ANDA,MACLEODS PHARMS LTD,EZETIMIBE,EZETIMIBE,Macleods Pharmaceuticals Limited,Discontinued,Dietary Cholesterol Absorption Inhibitor [EPC],,,AP,ORIG,STANDARD,2024,20240429,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,EZETIMIBE,349556,EOR26LQQ24
NDA216227,NDA,HARROW EYE,CHLOROPROCAINE HYDROCHLORIDE OPHTHALMIC GEL,IHEEZO,"Harrow Eye, LLC",Prescription,,,,AP,ORIG,STANDARD,2022,20220927,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,GEL,CHLOROPROCAINE HYDROCHLORIDE,2613956,LT7Z1YW11H
ANDA078325,ANDA,PERRIGO R AND D,NICOTINE,NICOTINE,H E B,Over-the-counter,Cholinergic Nicotinic Agonist [EPC],Nicotine [CS],,AP,SUPPL,STANDARD,2012,20121129,HUMAN OTC DRUG,BUCCAL,"GUM, CHEWING",NICOTINE,314119,6M3C89ZY6R
ANDA075551,ANDA,TEVA,LOVASTATIN,LOVASTATIN,"Teva Pharmaceuticals USA, Inc.",Prescription,HMG-CoA Reductase Inhibitor [EPC],,Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA],AP,SUPPL,STANDARD,2020,20200925,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,LOVASTATIN,197903,9LHU78OQFD
ANDA208096,ANDA,WATSON LABS INC,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,"Actavis Pharma, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2025,20250710,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,AMANTADINE HYDROCHLORIDE,849395,M6Q1EO9TD0
ANDA091577,ANDA,CHARTWELL RX,METHYLERGONOVINE MALEATE,METHERGINE,"Lupin Pharmaceuticals,Inc.",Prescription,,,,AP,SUPPL,STANDARD,2013,20130329,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,METHYLERGONOVINE MALEATE,996824,IR84JPZ1RK
ANDA206381,ANDA,SCIEGEN PHARMS,ROSUVASTATIN,ROSUVASTATIN,"ScieGen Pharmaceuticals, Inc.",Prescription,HMG-CoA Reductase Inhibitor [EPC],,Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA],AP,SUPPL,STANDARD,2023,20230713,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ROSUVASTATIN,859419,413KH5ZJ73
ANDA206441,ANDA,PADAGIS ISRAEL,DESOXIMETASONE,DESOXIMETASONE,Padagis Israel Pharmaceuticals Ltd,Prescription,Corticosteroid [EPC],,Corticosteroid Hormone Receptor Agonists [MoA],AP,SUPPL,STANDARD,2023,20230823,HUMAN PRESCRIPTION DRUG,TOPICAL,SPRAY,DESOXIMETASONE,1376338,4E07GXB7AU
ANDA076343,ANDA,CIPLA LTD,TOPIRAMATE,TOPIRAMATE,Cipla USA Inc.,Prescription,,,Cytochrome P450 3A4 Inducers [MoA],AP,SUPPL,STANDARD,2023,20230308,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,TOPIRAMATE,151226,0H73WJJ391
ANDA218993,ANDA,GLAND,MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM IN SODIUM CHLORIDE,Sagent Pharmaceuticals,Prescription,,,,AP,ORIG,STANDARD,2024,20240812,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,MIDAZOLAM HYDROCHLORIDE,2541170,W7TTW573JJ
ANDA209385,ANDA,ELITE LABS INC,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN,"Elite Laboratories, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2023,20231215,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ACETAMINOPHEN,1049214,C1ENJ2TE6C
ANDA078338,ANDA,FOUGERA PHARMS,CLOTRIMAZOLE,CLOTRIMAZOLE,E. Fougera & Co. a division of Fougera Pharmaceuticals Inc.,Prescription,Azole Antifungal [EPC],Azoles [CS],,AP,ORIG,,2008,20080902,HUMAN PRESCRIPTION DRUG,TOPICAL,CREAM,CLOTRIMAZOLE,309367,G07GZ97H65
NDA021290,NDA,ACTELION,BOSENTAN,TRACLEER,"Actelion Pharmaceuticals US, Inc.",Prescription,,,,AP,SUPPL,UNKNOWN,2009,20090807,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,BOSENTAN,349253,Q326023R30
ANDA207602,ANDA,PERRIGO R AND D,"DEXTROMETHORPHAN HBR, GUAIFENESIN",MUCUS DM,HyVee Inc,Over-the-counter,Expectorant [EPC],,,AP,ORIG,STANDARD,2018,20180305,HUMAN OTC DRUG,ORAL,"TABLET, EXTENDED RELEASE",DEXTROMETHORPHAN HYDROBROMIDE,1099074,9D2RTI9KYH
NDA016968,NDA,ALCON,CARBACHOL,MIOSTAT,"Alcon Laboratories, Inc.",Prescription,,,,AP,SUPPL,PRIORITY,1978,19780612,HUMAN PRESCRIPTION DRUG,INTRAOCULAR,SOLUTION,CARBACHOL,308966,8Y164V895Y
ANDA207073,ANDA,ALEMBIC,AMLODIPINE BESYLATE AND OLMESARTRAN MEDOXOMIL,AMLODIPINE BESYLATE AND OLMESARTRAN MEDOXOMIL,Alembic Pharmaceuticals Inc.,Prescription,,,,AP,ORIG,STANDARD,2017,20170717,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,AMLODIPINE BESYLATE,730861,6M97XTV3HD
ANDA206511,ANDA,AUROBINDO PHARMA,TELMISARTAN,TELMISARTAN,Aurobindo Pharma Limited,Prescription,Angiotensin 2 Receptor Blocker [EPC],,Angiotensin 2 Receptor Antagonists [MoA],AP,SUPPL,STANDARD,2019,20190402,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,TELMISARTAN,205304,U5SYW473RQ
ANDA065013,ANDA,XGEN PHARMS,TOBRAMYCIN,TOBRAMYCIN,"XGen Pharmaceuticals DJB, Inc.",Prescription,,,,AP,SUPPL,,2002,20021209,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,TOBRAMYCIN SULFATE,597823,HJT0RXD7JK
ANDA200563,ANDA,CHARTWELL,CIPROFLOXACIN,CIPROFLOXACIN,"Chartwell RX, LLC",Prescription,,,,AP,ORIG,,2014,20140305,HUMAN PRESCRIPTION DRUG,ORAL,FOR SUSPENSION,,309308,
NDA018866,NDA,FOUGERA PHARMS INC,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,"E. Fougera & Co. a division of Fougera Pharmaceuticals, LLC",Prescription,,,,AP,SUPPL,,2014,20140324,HUMAN PRESCRIPTION DRUG,TOPICAL,LOTION,BETAMETHASONE VALERATE,197407,9IFA5XM7R2
NDA021479,NDA,BAUSCH,SELEGILINE HYDROCHLORIDE,ZELAPAR,"Bausch Health US, LLC",Prescription,,,,AP,SUPPL,STANDARD,2021,20210616,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, ORALLY DISINTEGRATING",SELEGILINE HYDROCHLORIDE,859190,6W731X367Q
ANDA211800,ANDA,ALEMBIC,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,Alembic Pharmaceuticals Inc.,Prescription,,,,AP,ORIG,STANDARD,2019,20190304,HUMAN PRESCRIPTION DRUG,TOPICAL,OINTMENT,CLOBETASOL PROPIONATE,861448,779619577M
NDA020533,NDA,FRESENIUS KABI USA,ROPIVACAINE HYDROCHLORIDE,NAROPIN,"Fresenius Kabi USA, LLC",Prescription,,,,AP,SUPPL,STANDARD,2014,20141029,HUMAN PRESCRIPTION DRUG,INJECTION,SOLUTION,ROPIVACAINE HYDROCHLORIDE,1734203,V910P86109
ANDA076359,ANDA,PERRIGO,IBUPROFEN,GOOD SENSE CHILDRENS IBUPROFEN,L. Perrigo Company,Discontinued,Nonsteroidal Anti-inflammatory Drug [EPC],"Anti-Inflammatory Agents, Non-Steroidal [CS]",Cyclooxygenase Inhibitors [MoA],AP,SUPPL,,2011,20110121,HUMAN OTC DRUG,ORAL,"TABLET, CHEWABLE",IBUPROFEN,310963,WK2XYI10QM
ANDA213171,ANDA,EUGIA PHARMA,DAPTOMYCIN,DAPTOMYCIN,Eugia US LLC,Prescription,Lipopeptide Antibacterial [EPC],Lipopeptides [CS],,AP,ORIG,STANDARD,2021,20210902,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,POWDER,DAPTOMYCIN,403920,NWQ5N31VKK
NDA021308,NDA,MEDTECH PRODUCTS,MICONAZOLE NITRATE,MONISTAT 1 COMBINATION PACK,Insight Pharmaceuticals LLC,Over-the-counter,,,,AP,SUPPL,STANDARD,2004,20041001,HUMAN OTC DRUG,"TOPICAL, VAGINAL","CREAM, INSERT",,992774,
NDA021344,NDA,ASTRAZENECA,FULVESTRANT,FASLODEX,AstraZeneca Pharmaceuticals LP,Prescription,Estrogen Receptor Antagonist [EPC],,Estrogen Receptor Antagonists [MoA],AP,SUPPL,STANDARD,2016,20160301,HUMAN PRESCRIPTION DRUG,INTRAMUSCULAR,SOLUTION,FULVESTRANT,727762,22X328QOC4
ANDA203720,ANDA,FRESENIUS KABI,PIPERACILLIN AND TAZOBACTAM,PIPERACILLIN AND TAZOBACTAM,"Fresenius Kabi USA, LLC",Prescription,,,,AP,SUPPL,STANDARD,2024,20240105,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,PIPERACILLIN SODIUM,312447,M98T69Q7HP
ANDA078787,ANDA,AUROBINDO PHARMA,GABAPENTIN,GABAPENTIN,Aurobindo Pharma Limited,Prescription,,,,AP,SUPPL,STANDARD,2018,20180423,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,GABAPENTIN,310430,6CW7F3G59X
ANDA216918,ANDA,MANKIND PHARMA,HALOPERIDOL,HALOPERIDOL,Lifestar Pharma LLC,Prescription,Typical Antipsychotic [EPC],,,AP,SUPPL,STANDARD,2025,20250122,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,HALOPERIDOL,197754,J6292F8L3D
NDA021024,NDA,SANOFI AVENTIS US,RIFAPENTINE,PRIFTIN,sanofi-aventis U.S. LLC,Prescription,Rifamycin Antimycobacterial [EPC],Rifamycins [CS],,AP,SUPPL,STANDARD,2020,20200605,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,RIFAPENTINE,242671,XJM390A33U
ANDA216039,ANDA,MEITHEAL,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Northstar Rx LLC,Prescription,,,,AP,ORIG,STANDARD,2023,20230623,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,BUPIVACAINE HYDROCHLORIDE,1012396,7TQO7W3VT8
ANDA078225,ANDA,ZYDUS PHARMS USA INC,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,Zydus Lifesciences Limited,Prescription,,,,AP,ORIG,,2010,20100427,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,TAMSULOSIN HYDROCHLORIDE,863669,11SV1951MR
ANDA040659,ANDA,JUBILANT CADISTA,MECLIZINE HYDROCLORIDE,MECLIZINE HYDROCHLORIDE,Jubilant Cadista Pharmacuticals Inc.,Prescription,,,,AP,SUPPL,STANDARD,2019,20191205,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,MECLIZINE HYDROCHLORIDE,995624,HDP7W44CIO
ANDA076356,ANDA,TEVA PHARMS USA,ISOTRETINOIN,CLARAVIS,"Teva Pharmaceuticals USA, Inc.",Prescription,Retinoid [EPC],Retinoids [CS],,AP,SUPPL,STANDARD,2024,20240304,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,ISOTRETINOIN,197843,EH28UP18IF
NDA021348,NDA,ACTELION,MIGLUSTAT,ZAVESCA,"Actelion Pharmaceuticals US, Inc.",Prescription,Glucosylceramide Synthase Inhibitor [EPC],,Glucosylceramide Synthase Inhibitors [MoA],AP,SUPPL,STANDARD,2008,20080229,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,MIGLUSTAT,401938,ADN3S497AZ
ANDA074463,ANDA,TEVA,CIMETIDINE,CIMETIDINE,"Teva Pharmaceuticals USA, Inc.",Prescription,Histamine-2 Receptor Antagonist [EPC],,Histamine H2 Receptor Antagonists [MoA],AP,SUPPL,,1996,19960131,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,CIMETIDINE,197506,80061L1WGD
NDA022051,NDA,HALEON US HOLDINGS,FLUTICASONE FUROATE,FLONASE SENSIMIST ALLERGY RELIEF,Haleon US Holdings LLC,Over-the-counter,,,,AP,SUPPL,STANDARD,2025,20251219,HUMAN OTC DRUG,NASAL,"SPRAY, METERED",FLUTICASONE FUROATE,1797890,JS86977WNV
ANDA085980,ANDA,LEGACY PHARMA,HYDROCORTISONE ACETATE AND PRAMOXINE HYDROCHLORIDE,PRAMOSONE,Legacy Pharma USA Inc.,Prescription,,,,AP,ORIG,,1978,19780605,HUMAN PRESCRIPTION DRUG,TOPICAL,LOTION,HYDROCORTISONE ACETATE,1234393,3X7931PO74
ANDA204801,ANDA,MACLEODS PHARMS LTD,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE,NorthStar RxLLC,Prescription,Thiazide Diuretic [EPC],Thiazides [CS],,AP,SUPPL,STANDARD,2025,20250930,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,HYDROCHLOROTHIAZIDE,403853,0J48LPH2TH
ANDA090711,ANDA,PPI-DAC,NICOTINE,KIRKLAND SIGNATURE NICOTINE,Costco Wholesale Company,Over-the-counter,Cholinergic Nicotinic Agonist [EPC],Nicotine [CS],,AP,ORIG,,2009,20090710,HUMAN OTC DRUG,ORAL,TROCHE/LOZENGE,NICOTINE,359817,6M3C89ZY6R
ANDA209411,ANDA,BEACH PRODS,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE (EMOLLIENT),The J. Molner Company LLC,Prescription,,,,AP,ORIG,STANDARD,2017,20170821,HUMAN PRESCRIPTION DRUG,TOPICAL,CREAM,CLOBETASOL PROPIONATE,1992281,779619577M
ANDA203711,ANDA,QILU PHARM HAINAN,ONDANSETRON,ONDANSETRON,"Qilu Pharmaceutical Co., Ltd.",Prescription,,,,AP,SUPPL,STANDARD,2021,20210901,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,ONDANSETRON HYDROCHLORIDE,1740467,NMH84OZK2B
ANDA215697,ANDA,MANKIND PHARMA,PRAZOSIN HYDROCHLORIDE,PRAZOSIN HYDROCHLORIDE,Lifestar Pharma LLC,Prescription,,,,AP,ORIG,STANDARD,2022,20221230,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,PRAZOSIN HYDROCHLORIDE,198141,X0Z7454B90
ANDA210025,ANDA,PH HEALTH,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,"Par Health USA, LLC",Prescription,,,,AP,SUPPL,STANDARD,2020,20201015,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,PHENYLEPHRINE HYDROCHLORIDE,1232651,04JA59TNSJ
ANDA216968,ANDA,ALEMBIC,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,Alembic Pharmaceuticals Inc.,Prescription,,,,AP,SUPPL,STANDARD,2025,20250808,HUMAN PRESCRIPTION DRUG,ORAL,"CAPSULE, EXTENDED RELEASE",DILTIAZEM HYDROCHLORIDE,830795,OLH94387TE
ANDA201661,ANDA,LUPIN LTD,DROSPIRENONE AND ETHINYL ESTRADIOL,NIKKI,"Lupin Pharmaceuticals, Inc.",Prescription,,,,AP,SUPPL,,2020,20200403,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,,630734,
BLA761051,BLA,KYOWA KIRIN,MOGAMULIZUMAB-KPKC,POTELIGEO,"Kyowa Kirin, Inc.",Prescription,Chemokine Receptor Type 4 Interaction [EPC],"Antibodies, Monoclonal [CS]",Chemokine Receptor Type 4 Interactions [MoA],AP,SUPPL,STANDARD,2026,20260219,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,MOGAMULIZUMAB,2054081,YI437801BE
ANDA210012,ANDA,ZYDUS PHARMS,NIFEDIPINE,NIFEDIPINE,Zydus Lifesciences Limited,Prescription,Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Calcium Channel Antagonists [MoA],AP,SUPPL,STANDARD,2022,20220811,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",NIFEDIPINE,1812011,I9ZF7L6G2L
